Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
upright locker,,White,NA,Cute,Sticker area,No,No,Yes,2,3700,925,White,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_1_2,1_2,833
upright locker,,White,NA,Pop,Sticker area,No,No,Yes,2,3700,925,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_1_3,1_3,833
upright locker,,White,NA,Notes,Sticker area,No,No,Yes,2,3700,925,White,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_1_4,1_4,833
upright locker,,Black,NA,None,Sticker area,No,No,Yes,2,3700,925,Black,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_2_0,2_0,833
upright locker,,Black,NA,Cool,Sticker area,No,No,Yes,2,3700,925,Black,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_2_1,2_1,833
upright locker,,Black,NA,Cute,Sticker area,No,No,Yes,2,3700,925,Black,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_2_2,2_2,833
upright locker,,Black,NA,Pop,Sticker area,No,No,Yes,2,3700,925,Black,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_2_3,2_3,833
upright locker,,Black,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Black,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_2_4,2_4,833
upright locker,,Red,NA,None,Sticker area,No,No,Yes,2,3700,925,Red,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_3_0,3_0,833
upright locker,,Red,NA,Cool,Sticker area,No,No,Yes,2,3700,925,Red,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_3_1,3_1,833
upright locker,,Red,NA,Cute,Sticker area,No,No,Yes,2,3700,925,Red,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_3_2,3_2,833
upright locker,,Red,NA,Pop,Sticker area,No,No,Yes,2,3700,925,Red,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_3_3,3_3,833
upright locker,,Red,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Red,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_3_4,3_4,833
upright locker,,Blue,NA,None,Sticker area,No,No,Yes,2,3700,925,Blue,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_4_0,4_0,833
upright locker,,Blue,NA,Cool,Sticker area,No,No,Yes,2,3700,925,Blue,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_4_1,4_1,833
upright locker,,Blue,NA,Cute,Sticker area,No,No,Yes,2,3700,925,Blue,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_4_2,4_2,833
upright locker,,Blue,NA,Pop,Sticker area,No,No,Yes,2,3700,925,Blue,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_4_3,4_3,833
upright locker,,Blue,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Blue,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_4_4,4_4,833
upright locker,,Green,NA,None,Sticker area,No,No,Yes,2,3700,925,Green,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_5_0,5_0,833
upright locker,,Green,NA,Cool,Sticker area,No,No,Yes,2,3700,925,Green,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_5_1,5_1,833
upright locker,,Green,NA,Cute,Sticker area,No,No,Yes,2,3700,925,Green,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_5_2,5_2,833
upright locker,,Green,NA,Pop,Sticker area,No,No,Yes,2,3700,925,Green,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_5_3,5_3,833
upright locker,,Green,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Green,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_5_4,5_4,833
upright locker,,Yellow,NA,None,Sticker area,No,No,Yes,2,3700,925,Yellow,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_6_0,6_0,833
upright locker,,Yellow,NA,Cool,Sticker area,No,No,Yes,2,3700,925,Yellow,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_6_1,6_1,833
upright locker,,Yellow,NA,Cute,Sticker area,No,No,Yes,2,3700,925,Yellow,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_6_2,6_2,833
upright locker,,Yellow,NA,Pop,Sticker area,No,No,Yes,2,3700,925,Yellow,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_6_3,6_3,833
upright locker,,Yellow,NA,Notes,Sticker area,No,No,Yes,2,3700,925,Yellow,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Yes,Chest,Does not play music,No lighting,For sale,FtrLocker_Remake_6_4,6_4,833
upright piano,,Black,NA,NA,NA,No,No,No,NA,53000,13250,Black,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrPianoUpright_Remake_0_0,0_0,1081
upright piano,,White,NA,NA,NA,No,No,No,NA,53000,13250,White,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrPianoUpright_Remake_1_0,1_0,1081
upright piano,,Walnut,NA,NA,NA,No,No,No,NA,53000,13250,Brown,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrPianoUpright_Remake_2_0,2_0,1081
upright piano,,Maple,NA,NA,NA,No,No,No,NA,53000,13250,Beige,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrPianoUpright_Remake_3_0,3_0,1081
upright vacuum,,Silver,NA,NA,NA,No,No,No,NA,2500,625,Gray,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_0_0,0_0,908
upright vacuum,,White,NA,NA,NA,No,No,No,NA,2500,625,White,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_1_0,1_0,908
upright vacuum,,Black,NA,NA,NA,No,No,No,NA,2500,625,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_2_0,2_0,908
upright vacuum,,Red,NA,NA,NA,No,No,No,NA,2500,625,Red,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_3_0,3_0,908
upright vacuum,,Orange,NA,NA,NA,No,No,No,NA,2500,625,Orange,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_4_0,4_0,908
upright vacuum,,Green,NA,NA,NA,No,No,No,NA,2500,625,Green,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_5_0,5_0,908
upright vacuum,,Pink,NA,NA,NA,No,No,No,NA,2500,625,Pink,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_6_0,6_0,908
utility pole,,No ads,NA,NA,NA,No,No,No,NA,NFS,5000,Gray,Gray,1x1,Nook Miles Shop,,1.0.0,garden,None,None,None,No,Vehicle,Does not play music,No lighting,Not for sale,FtrTelephonepole_Remake_0_0,0_0,9619
utility pole,,With ads,NA,NA,NA,No,No,No,NA,NFS,5000,Gray,Gray,1x1,Nook Miles Shop,,1.0.0,garden,None,None,None,No,Vehicle,Does not play music,No lighting,Not for sale,FtrTelephonepole_Remake_1_0,1_0,9619
utility sink,,NA,NA,NA,NA,No,No,No,NA,3500,875,Gray,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,shop,None,None,Yes,Bathroom Things,Does not play music,No lighting,For sale,FtrSlopsink,NA,4026
vacuum cleaner,,Red,NA,NA,NA,No,No,No,NA,3800,950,Red,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleaner_Remake_0_0,0_0,907
vacuum cleaner,,Yellow,NA,NA,NA,No,No,No,NA,3800,950,Yellow,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleaner_Remake_1_0,1_0,907
vacuum cleaner,,Green,NA,NA,NA,No,No,No,NA,3800,950,Green,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleaner_Remake_2_0,2_0,907
vacuum cleaner,,Gray,NA,NA,NA,No,No,No,NA,3800,950,Gray,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleaner_Remake_3_0,3_0,907
vacuum cleaner,,Black,NA,NA,NA,No,No,No,NA,3800,950,Black,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrCleaner_Remake_4_0,4_0,907
velvet stool,,NA,NA,NA,NA,No,No,No,NA,1000,250,Red,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,music,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrPianoStool,NA,8465
video camera,,Black,NA,NA,NA,No,No,No,NA,32000,8000,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrVideocamera_Remake_0_0,0_0,1221
video camera,,Silver,NA,NA,NA,No,No,No,NA,32000,8000,Gray,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrVideocamera_Remake_1_0,1_0,1221
video camera,,Red,NA,NA,NA,No,No,No,NA,32000,8000,Red,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,Does not play music,No lighting,For sale,FtrVideocamera_Remake_2_0,2_0,1221
vintage TV tray,,Gold,NA,Green,Tray,No,No,Yes,1,1200,300,Beige,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_0_0,0_0,4445
vintage TV tray,,Gold,NA,Black,Tray,No,No,Yes,1,1200,300,Beige,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_0_1,0_1,4445
vintage TV tray,,Gold,NA,White,Tray,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_0_2,0_2,4445
vintage TV tray,,Gold,NA,Natural wood,Tray,No,No,Yes,1,1200,300,Beige,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_0_3,0_3,4445
vintage TV tray,,Silver,NA,Green,Tray,No,No,Yes,1,1200,300,Gray,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_1_0,1_0,4445
vintage TV tray,,Silver,NA,Black,Tray,No,No,Yes,1,1200,300,Gray,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_1_1,1_1,4445
vintage TV tray,,Silver,NA,White,Tray,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_1_2,1_2,4445
vintage TV tray,,Silver,NA,Natural wood,Tray,No,No,Yes,1,1200,300,Gray,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_1_3,1_3,4445
vintage TV tray,,Copper,NA,Green,Tray,No,No,Yes,1,1200,300,Brown,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_2_0,2_0,4445
vintage TV tray,,Copper,NA,Black,Tray,No,No,Yes,1,1200,300,Brown,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_2_1,2_1,4445
vintage TV tray,,Copper,NA,White,Tray,No,No,Yes,1,1200,300,Brown,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_2_2,2_2,4445
vintage TV tray,,Copper,NA,Natural wood,Tray,No,No,Yes,1,1200,300,Brown,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_2_3,2_3,4445
vintage TV tray,,Black,NA,Green,Tray,No,No,Yes,1,1200,300,Black,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_3_0,3_0,4445
vintage TV tray,,Black,NA,Black,Tray,No,No,Yes,1,1200,300,Black,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_3_1,3_1,4445
vintage TV tray,,Black,NA,White,Tray,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_3_2,3_2,4445
vintage TV tray,,Black,NA,Natural wood,Tray,No,No,Yes,1,1200,300,Black,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,Does not play music,No lighting,For sale,FtrTVtray_Remake_3_3,3_3,4445
Virgo harp,,NA,NA,NA,NA,Yes,No,No,NA,NFS,22050,White,Yellow,1x1,Crafting,,1.0.0,expensive,music,stars,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrZodiacVirgo,NA,5955
water cooler,,White,NA,NA,NA,No,No,No,NA,3400,850,White,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,office,None,None,Yes,Facility Decor,Does not play music,No lighting,For sale,FtrWaterserver_Remake_0_0,0_0,1232
water cooler,,Black,NA,NA,NA,No,No,No,NA,3400,850,Black,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,office,None,None,Yes,Facility Decor,Does not play music,No lighting,For sale,FtrWaterserver_Remake_1_0,1_0,1232
water pump,,Green,Body color,NA,NA,Yes,Yes,No,4,NFS,2700,Green,Gray,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Garden,Does not play music,No lighting,Not for sale,FtrHandpump_Remake_0_0,0_0,2326
water pump,,Black,Body color,NA,NA,Yes,Yes,No,4,NFS,2700,Black,Beige,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Garden,Does not play music,No lighting,Not for sale,FtrHandpump_Remake_1_0,1_0,2326
water pump,,Silver,Body color,NA,NA,Yes,Yes,No,4,NFS,2700,White,Gray,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Garden,Does not play music,No lighting,Not for sale,FtrHandpump_Remake_2_0,2_0,2326
water pump,,Brown,Body color,NA,NA,Yes,Yes,No,4,NFS,2700,Brown,Gray,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Garden,Does not play music,No lighting,Not for sale,FtrHandpump_Remake_3_0,3_0,2326
wave breaker,,NA,NA,NA,NA,Yes,No,No,NA,NFS,3500,Gray,Gray,2x2,Crafting,,1.0.0,ocean,None,None,None,No,Seaside,Does not play music,No lighting,Not for sale,FtrTetrapod,NA,665
weight bench,,NA,NA,NA,NA,No,No,No,NA,5400,1350,Black,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,Yes,Sports,Does not play music,No lighting,For sale,FtrPressbench,NA,1452
western-style stone,,White,Stone,NA,NA,Yes,Yes,No,6,NFS,4500,White,Purple,2x1,Crafting,,1.0.0,garden,horror,None,None,No,Garden,Does not play music,No lighting,Not for sale,FtrGravestoneEuropean_Remake_0_0,0_0,3446
western-style stone,,Gray,Stone,NA,NA,Yes,Yes,No,6,NFS,4500,Gray,Orange,2x1,Crafting,,1.0.0,garden,horror,None,None,No,Garden,Does not play music,No lighting,Not for sale,FtrGravestoneEuropean_Remake_1_0,1_0,3446
western-style stone,,Black,Stone,NA,NA,Yes,Yes,No,6,NFS,4500,Black,Red,2x1,Crafting,,1.0.0,garden,horror,None,None,No,Garden,Does not play music,No lighting,Not for sale,FtrGravestoneEuropean_Remake_2_0,2_0,3446
western-style stone,,Brown,Stone,NA,NA,Yes,Yes,No,6,NFS,4500,Brown,Yellow,2x1,Crafting,,1.0.0,garden,horror,None,None,No,Garden,Does not play music,No lighting,Not for sale,FtrGravestoneEuropean_Remake_3_0,3_0,3446
western-style stone,,Mossy,Stone,NA,NA,Yes,Yes,No,6,NFS,4500,Green,Yellow,2x1,Crafting,,1.0.0,garden,horror,None,None,No,Garden,Does not play music,No lighting,Not for sale,FtrGravestoneEuropean_Remake_4_0,4_0,3446
wheelchair,,NA,NA,Blue,Seat,No,No,Yes,1,2700,675,Black,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrWheelchair_Remake_0_0,0_0,3444
wheelchair,,NA,NA,Red plaid,Seat,No,No,Yes,1,2700,675,Black,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrWheelchair_Remake_0_1,0_1,3444
wheelchair,,NA,NA,Green plaid,Seat,No,No,Yes,1,2700,675,Black,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrWheelchair_Remake_0_2,0_2,3444
wheelchair,,NA,NA,Beige,Seat,No,No,Yes,1,2700,675,Black,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrWheelchair_Remake_0_3,0_3,3444
wheelchair,,NA,NA,Colorful,Seat,No,No,Yes,1,2700,675,Black,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrWheelchair_Remake_0_4,0_4,3444
whirlpool bath,,White,NA,NA,NA,No,No,No,NA,130000,32500,White,White,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrJacuzzi_Remake_0_0,0_0,1840
whirlpool bath,,Black,NA,NA,NA,No,No,No,NA,130000,32500,Black,Black,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrJacuzzi_Remake_1_0,1_0,1840
whiteboard,,Blank,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_0_0,0_0,4116
whiteboard,,Schedule,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_1_0,1_0,4116
whiteboard,,Sales meeting,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_2_0,2_0,4116
whiteboard,,Language classroom,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_3_0,3_0,4116
whiteboard,,Strategy meeting,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_4_0,4_0,4116
whiteboard,,Brainstorming meeting,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_5_0,5_0,4116
whiteboard,,Fact-finding meeting,NA,NA,NA,No,No,No,NA,2600,650,White,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,None,No,Office,Does not play music,No lighting,For sale,FtrWhiteboard_Remake_6_0,6_0,4116
wild log bench,,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,960,Brown,Beige,2x1,Crafting,,1.0.0,garden,None,log,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrWoodBench_Remake_0_0,0_0,5972
wild log bench,,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,960,Orange,Beige,2x1,Crafting,,1.0.0,garden,None,log,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrWoodBench_Remake_1_0,1_0,5972
